I_t,D_t,F_t,ECN_t,A_t,delta_I,delta_D,label
0.7281170875849904,0.5477981613793963,0.7951503559712914,0.6225348025302446,0.18148832552223115,0.02098172660558495,0.022269885855372484,1
0.7725836837538893,0.5615151758622501,0.8071503559712914,0.606794823679575,0.3472771855965454,0.04446659616889892,0.013717014482853784,1
0.7916687825994491,0.573973461466764,0.8191503559712913,0.598669294025907,0.5402766741700876,0.019085098845559756,0.012458285604513897,1
0.8037753235505299,0.523969573464049,0.8311503559712913,0.5926373317405828,0.7514146659800348,0.01210654095108088,-0.050003888002714936,1
0.03182098403169005,0.7109242600598167,0.2,0.950453704790493,0.0,-0.018429015968309946,0.013770495481059464,0
0.06119460719350148,0.7163883820949359,0.21200000000000002,0.9392416178419496,0.0,0.029373623161811427,0.0054641220351192565,0
0.04370166119413793,0.7409713829023554,0.224,0.9420895016417585,0.0,-0.017492945999363546,0.024583000807419486,0
0.10435045160188022,0.7527256966664503,0.23600000000000002,0.921494864519436,0.0,0.06064879040774229,0.01175431376409486,1
0.07461277806843068,0.7801269381395075,0.248,0.9280161665794708,0.0,-0.02973767353344954,0.027401241473057225,1
0.05251985660433588,0.7876494025130347,0.26,0.9322440430186992,0.0,-0.022092921464094806,0.007522464373527216,1
0.10026328428377465,0.8004109147322104,0.272,0.9155210147148676,0.0,0.047743427679438774,0.012761512219175652,1
0.11043331964352814,0.8345622283497994,0.28400000000000003,0.9100700041069416,0.0,0.010170035359753485,0.03415131361758905,1
0.0818298382282803,0.8682338978287201,0.29600000000000004,0.9162510485315158,0.0,-0.028603481415247836,0.03367166947892064,1
0.057626187575072096,0.8599515104574623,0.308,0.9211121437274784,0.0,-0.024203650653208203,-0.008282387371257749,1
0.046354334487041945,0.8578538771498141,0.32,0.9220936996538873,0.0,-0.011271853088030151,-0.002097633307648228,1
0.04433449937441027,0.8491005013242441,0.332,0.9202996501876769,0.0,-0.0020198351126316724,-0.008753375825570009,1
0.016136828949679993,0.8511275156547031,0.34400000000000003,0.926358951315096,0.0,-0.02819767042473028,0.0020270143304590427,1
0.032463413149377604,0.8761992666292678,0.356,0.9190609760551867,0.0,0.01632658419969761,0.02507175097456471,1
0.0023131482921650917,0.9184635897173113,0.368,0.9257060555123505,0.0,-0.030150264857212512,0.04226432308804351,1
0.0,0.9198193683883019,0.38,0.9239999999999999,0.0,-0.0023131482921650917,0.0013557786709905706,1
0.0,0.9603578637900669,0.392,0.9216,0.0,0.0,0.04053849540176502,1
0.011046222603493833,0.9915906128732448,0.404,0.9158861332189518,0.0,0.011046222603493833,0.031232749083177858,1
0.04486874594828688,1.0,0.41600000000000004,0.9033393762155139,0.0,0.03382252334479305,0.008409387126755208,1
0.03431452214926056,0.993397450352449,0.42800000000000005,0.9041056433552218,0.0,-0.010554223799026319,-0.006602549647551026,1
0.012855737534143388,0.27365398102837524,0.26028125,0.9440870287397569,0.0,-0.03729426246585662,0.021253981028375224,0
0.025840094639538645,0.2951336950313327,0.27228125000000003,0.9377917216081384,0.0,0.012984357105395257,0.02147971400295745,0
0.016490747380001926,0.3164672530644054,0.28428125000000004,0.9381965257859993,0.0,-0.00934934725953672,0.021333558033072686,0
0.0,0.3155111867844767,0.29628125000000005,0.94074375,0.0,-0.016490747380001926,-0.000956066279928669,0
0.022267627682109905,0.33369965983984845,0.30828125,0.9316634616953671,0.0,0.022267627682109905,0.018188473055371746,0
0.011869357763964649,0.3328040444668654,0.32028125,0.9323829426708106,0.0,-0.010398269918145256,-0.0008956153729830496,0
0.0,0.33780232675973754,0.33228125000000003,0.93354375,0.0,-0.011869357763964649,0.004998282292872136,0
0.0,0.33954691227128847,0.34428125000000004,0.9311437499999999,0.0,0.0,0.0017445855115509334,0
0.0,0.34344765134059246,0.35628125,0.92874375,0.0,0.0,0.0039007390693039934,0
0.0,0.3286091273045399,0.36828125,0.92634375,0.0,0.0,-0.01483852403605257,0
0.0,0.3144730414565782,0.38028125,0.92394375,0.0,0.0,-0.014136085847961721,0
0.04710748088327681,0.33165043173328085,0.39228125,0.9074115057350169,0.0,0.04710748088327681,0.017177390276702675,0
0.054306551605233955,0.3245138086785072,0.40428125000000004,0.9028517845184298,0.0,0.007199070721957142,-0.007136623054773639,0
0.07634597164003246,0.3407818335059253,0.41628125000000005,0.8938399585079903,0.0,0.0220394200347985,0.01626802482741807,0
0.06217577437143849,0.3169470920989742,0.42828125000000006,0.8956910176885685,0.0,-0.014170197268593969,-0.023834741406951077,0
0.09737259227929829,0.3316664460100291,0.44028125,0.8827319723162106,0.0,0.0351968179078598,0.014719353911054889,0
0.06468762764357999,0.34124119402625913,0.45228125,0.890137461706926,0.0,-0.032684964635718294,0.009574748016230039,0
0.06266352015005273,0.34945299960670506,0.46428125000000003,0.8883446939549842,0.0,-0.002024107493527258,0.00821180558044593,0
0.07068186597746128,0.346330201921579,0.47628125,0.8835391902067615,0.0,0.00801834582740854,-0.0031227976851260775,0
0.06137086093053638,0.3429456088765062,0.48828125,0.8839324917208391,0.0,-0.009311005046924892,-0.00338459304507277,0
0.01756460490256883,0.22086452579700602,0.23775000000000002,0.9471806185292294,0.0,-0.027585395097431166,-0.008335474202993964,0
0.002170334743157802,0.22206727043704397,0.24975000000000003,0.9493988995770526,0.0,-0.015394270159411028,0.001202744640037945,0
0.0,0.2605765411175017,0.26175000000000004,0.94765,0.0,-0.002170334743157802,0.03850927068045776,0
0.0,0.22526494662458751,0.27375000000000005,0.94525,0.0,0.0,-0.03531159449291421,0
0.0,0.25538581134043664,0.28575,0.94285,0.0,0.0,0.030120864715849127,0
0.03617361000987108,0.2612270697598195,0.29775,0.9295979169970386,0.0,0.03617361000987108,0.005841258419382878,0
0.06237870185617997,0.2875808539756998,0.30975,0.9193363894431461,0.0,0.02620509184630889,0.026353784215880305,0
0.08759058120887339,0.33998127216371254,0.32175000000000004,0.909372825637338,0.0,0.025211879352693423,0.05240041818801272,0
0.11322389593567017,0.34711344032074465,0.33375,0.899282831219299,0.0,0.02563331472679678,0.007132168157032104,0
0.12712647933988902,0.3143230283860399,0.34575,0.8927120561980333,0.0,0.013902583404218849,-0.03279041193470472,0
0.1290097248600013,0.31990339286571073,0.35775,0.8897470825419996,0.0,0.0018832455201122922,0.005580364479670807,0
0.14593466233272157,0.348734552693049,0.36975,0.8822696013001836,0.0,0.016924937472720253,0.02883115982733825,0
0.15091897164819446,0.3583451991506915,0.38175000000000003,0.8783743085055417,0.0,0.00498430931547289,0.009610646457642535,0
0.13000243565799946,0.346729301748556,0.39375000000000004,0.8822492693026002,0.0,-0.020916535990194995,-0.011615897402135533,0
0.1538365556495566,0.337279439191016,0.40575000000000006,0.872699033305133,0.0,0.02383411999155713,-0.00944986255753999,0
0.1907757417722208,0.34970558058130236,0.41775,0.8592172774683338,0.0,0.036939186122664225,0.01242614139028636,0
0.1305597920070369,0.353962914176091,0.42975,0.874882062397889,0.0,-0.06021594976518391,0.004257333594788637,0
0.151608986474507,0.3663513601672291,0.44175000000000003,0.8661673040576479,0.0,0.021049194467470084,0.012388445991138086,0
0.16564508701770206,0.3770698507664817,0.45375,0.8595564738946894,0.0,0.014036100543195068,0.010718490599252617,0
0.16843465218512105,0.405136516243482,0.46575,0.8563196043444636,0.0,0.002789565167418989,0.02806666547700032,0
0.04254554394553491,0.2750175579121998,0.08359375,0.9705175868163395,0.0,0.012395543945534916,0.014617557912199763,0
0.04208628463863345,0.2873239437696418,0.09559374999999999,0.96825536460841,0.0,-0.00045925930690145916,0.012306385857442037,0
0.00022745715653010173,0.3197158680670479,0.10759374999999999,0.9784130128530409,0.0,-0.04185882748210335,0.03239192429740606,0
0.0,0.3319670393682689,0.11959375,0.97608125,0.0,-0.00022745715653010173,0.012251171301220998,0
0.0,0.3489936756293122,0.13159375,0.97368125,0.0,0.0,0.017026636261043337,0
0.0,0.35171991608029024,0.14359375,0.97128125,0.0,0.0,0.0027262404509780236,0
0.002357995919067603,0.34216643903190747,0.15559375,0.9681738512242798,0.0,0.002357995919067603,-0.009553477048382775,0
0.0,0.3358039327389856,0.16759374999999999,0.96648125,0.0,-0.002357995919067603,-0.0063625062929218434,0
0.0012202815198597916,0.3619998876101126,0.17959375,0.963715165544042,0.0,0.0012202815198597916,0.02619595487112697,0
0.029283805127185664,0.34307755123604333,0.19159375,0.9528961084618444,0.0,0.028063523607325874,-0.01892233637406926,0
0.021899243330029374,0.3543310592408078,0.20359375,0.9527114770009911,0.0,-0.00738456179715629,0.01125350800476449,0
0.01705704068495085,0.3495656728520195,0.21559375,0.9517641377945147,0.0,-0.004842202645078526,-0.0047653863887883174,0
0.05282191316397057,0.33648119777853874,0.22759375,0.9386346760508087,0.0,0.03576487247901972,-0.013084475073480761,0
0.07617585744304929,0.3895110264696702,0.23959375,0.9292284927670852,0.0,0.02335394427907872,0.05302982869113143,0
0.060160884426222264,0.39413812052240627,0.25159375,0.9316329846721334,0.0,-0.016014973016827028,0.0046270940527360915,0
0.058115156140789055,0.3928045048322376,0.26359374999999996,0.9298467031577633,0.0,-0.0020457282854332084,-0.0013336156901686547,0
0.0,0.3722126011845398,0.27559374999999997,0.94488125,0.0,-0.058115156140789055,-0.020591903647697807,0
0.02142284084355961,0.35591458115471214,0.28759375,0.9360543977469321,0.0,0.02142284084355961,-0.016298020029827665,0
0.017831248310595738,0.3969782704135895,0.29959375,0.9347318755068212,0.0,-0.003591592532963872,0.04106368925887738,0
0.020415164309740053,0.4041407033706239,0.31159375,0.931556700707078,0.0,0.002583915999144315,0.0071624329570343925,0
0.049069322725935144,0.2683620756826054,0.1,0.9652792031822195,0.0,-0.0009306772740648589,0.018362075682605394,0
0.10414826946508376,0.26377524078874387,0.112,0.9463555191604749,0.0,0.05507894673914862,-0.004586834893861524,0
0.18903012395876748,0.28676332099882385,0.124,0.9184909628123697,0.0,0.08488185449368371,0.022988080210079975,0
0.20951951535844293,0.29663733059826614,0.136,0.9099441453924672,0.0,0.020489391399675455,0.00987400959944229,0
0.23308679617556385,0.30489192289138434,0.14800000000000002,0.9004739611473309,0.0,0.023567280817120922,0.008254592293118201,0
0.3158080337857862,0.31783208226923765,0.16,0.8732575898642642,0.0,0.08272123761022235,0.01294015937785331,0
0.37582898082090044,0.3245969170476057,0.17200000000000001,0.8528513057537299,0.0,0.060020947035114236,0.006764834778368034,0
0.4278759291796896,0.36193237706110476,0.184,0.834837221246093,0.0,0.05204694835878915,0.03733546001349908,0
0.4920855637631905,0.36042991173369254,0.196,0.8131743308710428,0.0,0.06420963458350093,-0.0015024653274122168,0
0.5205532884752442,0.38280321219119506,0.20800000000000002,0.8022340134574267,0.0,0.028467724712053666,0.02237330045750252,0
0.5551795974165806,0.4082933657147375,0.22,0.7894461207750257,0.0,0.03462630894133645,0.025490153523542447,0
0.5972730063888934,0.4156310176327209,0.232,0.774418098083332,0.0,0.04209340897231273,0.007337651917983412,0
0.6272464592931672,0.419460463243543,0.24400000000000002,0.7630260622120499,0.0,0.02997345290427389,0.003829445610822102,0
0.640018675991319,0.4511591101478144,0.256,0.7567943972026042,0.0,0.012772216698151762,0.03169864690427138,0
0.6825597577163526,0.4693440621872833,0.268,0.7416320726850942,0.0,0.04254108172503357,0.018184952039468905,0
0.7023313455981733,0.5160418941955811,0.28,0.7333005963205479,0.0,0.019771587881820762,0.0466978320082978,1
0.7417487835537366,0.5435690197441044,0.29200000000000004,0.719075364933879,0.02267341861985761,0.039417437955563295,0.027527125548523323,1
0.8161228333358166,0.569255117053037,0.30400000000000005,0.6943631499992551,0.14443310195641912,0.07437404978207995,0.025686097308932565,1
0.8750808626472045,0.5855274480689684,0.316,0.6742757412058386,0.345238223397785,0.05895802931138794,0.016272331015931396,1
0.913716498994781,0.5797296940504894,0.328,0.6602850503015657,0.5986696720910002,0.038635636347576496,-0.00579775401847904,1
0.21425037877245673,0.567922618295505,0.4084375,0.854037386368263,0.0,0.03900037877245674,0.015797481434460692,0
0.19095796576784893,0.5787453743231322,0.4204375,0.8586251102696454,0.0,-0.023292413004607798,0.010822756027627167,0
0.18792540970333696,0.6103144676608686,0.43243750000000003,0.8571348770889988,0.0,-0.003032556064511971,0.03156909333773639,0
0.1880244663105429,0.6357495013651431,0.44443750000000004,0.8547051601068372,0.0,9.905660720593845e-05,0.025435033704274468,0
0.22445585060056827,0.6752564847111354,0.4564375,0.8413757448198296,0.0,0.036431384290025376,0.03950698334599234,0
0.23922714143348242,0.6882894572016622,0.4684375,0.8345443575699553,0.0,0.014771290832914147,0.013032972490526817,0
0.22869804778298194,0.7467926780565478,0.4804375,0.8353030856651055,0.0,-0.010529093650500476,0.058503220854885574,0
0.20336409462993324,0.7396188269208106,0.49243750000000003,0.8405032716110201,0.0,-0.025333953153048705,-0.007173851135737208,0
0.22245541941210512,0.7788279128658249,0.5044375,0.8323758741763685,0.0,0.019091324782171876,0.039209085945014266,1
0.27808178558555763,0.8185686445573791,0.5164375,0.8132879643243327,0.0,0.05562636617345251,0.03974073169155423,1
0.2843660046043989,0.86047518176869,0.5284375,0.8090026986186802,0.0,0.006284219018841297,0.04190653721131088,1
0.26153531337780805,0.8825975986865049,0.5404375,0.8134519059866576,0.0,-0.02283069122659087,0.022122416917814913,1
0.24765208822749993,0.9212238131648802,0.5524375,0.81521687353175,0.0,-0.013883225150308126,0.03862621447837533,1
0.2445599654955757,0.9238241609495106,0.5644375,0.8137445103513272,0.0,-0.0030921227319242184,0.0026003477846303635,1
0.2540475953085321,0.9583441683601022,0.5764375,0.8084982214074404,0.0,0.009487629812956394,0.03452000741059158,1
0.23424281327106822,1.0,0.5884375,0.8120396560186796,0.0,-0.019804782037463886,0.04165583163989783,1
0.15989194803327184,1.0,0.6004375,0.8319449155900185,0.0,-0.07435086523779638,0.0,1
0.11143172107965767,1.0,0.6124375,0.8440829836761027,0.0,-0.04846022695361417,0.0,1
0.07584565650637673,1.0,0.6244375,0.852358803048087,0.0,-0.03558606457328094,0.0,1
0.056713347154804986,1.0,0.6364375,0.8556984958535585,0.0,-0.019132309351571744,0.0,1
0.23443762397433643,0.44502162384373894,0.6191757707919384,0.8058335586493113,0.0,0.03443762397433642,0.028621623843739008,0
0.25037443820069716,0.4566628499512363,0.6311757707919384,0.7986525143814032,0.0,0.01593681422636073,0.011641226107497349,0
0.24015827363414288,0.5010216978646349,0.6431757707919384,0.7993173637513695,0.0,-0.010216164566554276,0.044358847913398614,0
0.26457584792796834,0.5012947600249534,0.6551757707919384,0.7895920914632217,0.0,0.02441757429382546,0.0002730621603185268,0
0.28209941769904406,0.5390966834230774,0.6671757707919385,0.7819350205318991,0.0,0.01752356977107572,0.03780192339812394,0
0.2968632725310286,0.5735406835944655,0.6791757707919384,0.7751058640823038,0.0,0.014763854831984558,0.034444000171388156,0
0.3220270504492405,0.5892703149087468,0.6911757707919384,0.7651567307068401,0.0,0.025163777918211894,0.01572963131428129,0
0.3503644251946974,0.6196817385080348,0.7031757707919384,0.7542555182832031,0.0,0.02833737474545689,0.030411423599287946,0
0.3341960823863863,0.65392037119673,0.7151757707919384,0.7567060211256964,0.0,-0.016168342808311087,0.0342386326886952,0
0.35646471138521074,0.6265904937183727,0.7271757707919384,0.7476254324260491,0.0,0.022268628998824425,-0.027329877478357245,0
0.3932788924797842,0.6136042620035215,0.7391757707919384,0.7341811780976771,0.0,0.03681418109457346,-0.012986231714851248,0
0.38336887939672315,0.6038263339275401,0.7511757707919384,0.7347541820225953,0.0,-0.009910013083061053,-0.009777928075981324,0
0.39766023832966485,0.6061448889363178,0.7631757707919384,0.7280667743427128,0.0,0.0142913589329417,0.002318555008777645,0
0.41493704758261113,0.6289311534584701,0.7751757707919384,0.7204837315668289,0.0,0.01727680925294628,0.022786264522152266,0
0.41801676025743373,0.6752138196794264,0.7871757707919385,0.7171598177643822,0.0,0.003079712674822599,0.04628266622095634,0
0.4693990238810093,0.7198406992647975,0.7991757707919385,0.6993451386773095,0.0,0.051382263623575564,0.04462687958537115,0
0.4551612451058818,0.7440685277851962,0.8111757707919385,0.7012164723098477,0.0,-0.014237778775127496,0.02422782852039862,1
0.4667937098868615,0.7685514305931174,0.8231757707919385,0.6953267328755539,0.0,0.011632464780979679,0.024482902807921203,1
0.4866215686225699,0.7802917704548196,0.8351757707919384,0.6869783752548414,0.0,0.019827858735708415,0.011740339861702198,1
0.49580140735889083,0.7640907781033481,0.8471757707919384,0.681824423633945,0.0,0.009179838736320944,-0.016200992351471433,1
0.11817690230842262,0.27259160246911707,0.030875,0.9583719293074732,0.0,0.0030269023084226326,-0.027408397530882922,0
0.10770418053312476,0.2649327592635024,0.042874999999999996,0.9591137458400626,0.0,-0.010472721775297858,-0.007658843205614663,0
0.09933818313143199,0.24659084154135882,0.054875,0.9592235450605704,0.0,-0.008365997401692776,-0.01834191772214358,0
0.1285617426346327,0.22654991629521887,0.066875,0.9480564772096102,0.0,0.0292235595032007,-0.020040925246139957,0
0.08783119335307865,0.20921293021737594,0.078875,0.9578756419940764,0.0,-0.040730549281554035,-0.017336986077842925,0
0.1147283736521945,0.21182491146679322,0.090875,0.9474064879043416,0.0,0.02689718029911585,0.002611981249417278,0
0.06886094626637153,0.19284302709924606,0.10287500000000001,0.9587667161200886,0.0,-0.04586742738582297,-0.018981884367547164,0
0.11432156571002336,0.22634998803705514,0.114875,0.942728530286993,0.0,0.04546061944365183,0.03350696093780908,0
0.09931863634061634,0.21330833125384147,0.12687500000000002,0.9448294090978151,0.0,-0.015002929369407017,-0.013041656783213673,0
0.09887236292965561,0.20503333767854426,0.138875,0.9425632911211034,0.0,-0.0004462734109607347,-0.008274993575297207,0
0.10260335316697593,0.2052209335659574,0.15087499999999998,0.9390439940499072,0.0,0.0037309902373203196,0.00018759588741312783,0
0.12667866975679276,0.165995125588632,0.162875,0.9294213990729622,0.0,0.024075316589816834,-0.03922580797732539,0
0.16275305618888597,0.14975500235082045,0.174875,0.9161990831433342,0.0,0.03607438643209321,-0.016240123237811543,0
0.1328122071969986,0.11294343932487903,0.186875,0.9227813378409003,0.0,-0.02994084899188737,-0.03681156302594142,0
0.13695241841286965,0.08194947400828553,0.19887500000000002,0.9191392744761391,0.0,0.004140211215871048,-0.0309939653165935,0
0.11661849198683281,0.0477851729584651,0.21087499999999998,0.9228394524039502,0.0,-0.020333926426036833,-0.034164301049820434,0
0.12188615807821275,0.04144974578550285,0.222875,0.9188591525765362,0.0,0.005267666091379936,-0.006335427172962246,0
0.07764655997478573,0.024132230429580813,0.234875,0.9297310320075642,0.0,-0.04423959810342702,-0.01731751535592204,0
0.10251330488120738,0.01776983605996082,0.246875,0.9198710085356379,0.0,0.024866744906421656,-0.006362394369619991,0
0.12184756838345928,0.0,0.258875,0.9116707294849622,0.0,0.019334263502251897,-0.01776983605996082,0
0.14834844020651988,0.2005962967644301,0.155075,0.9244804679380441,0.0,0.06148177353985322,-0.0013037032355698863,0
0.2194491668386775,0.23892109614074808,0.167075,0.9007502499483968,0.0,0.07110072663215761,0.03832479937631797,0
0.24667197151930323,0.23791526072163513,0.17907499999999998,0.890183408544209,0.0,0.02722280468062574,-0.0010058354191129493,0
0.2795075286567065,0.2808362170264947,0.191075,0.877932741402988,0.0,0.0328355571374033,0.042920956304859564,0
0.32785494451315955,0.2673887906646674,0.203075,0.8610285166460522,0.0,0.048347415856453024,-0.013447426361827275,0
0.4058789948363498,0.29094783129030316,0.215075,0.835221301549095,0.0,0.07802405032319026,0.02355904062563574,0
0.469338258133023,0.28066987149113864,0.227075,0.8137835225600931,0.0,0.06345926329667317,-0.010277959799164516,0
0.49171476750825177,0.2649878171870938,0.23907499999999998,0.8046705697475245,0.0,0.02237650937522878,-0.015682054304044846,0
0.5515053107877183,0.251600982586623,0.251075,0.7843334067636846,0.0,0.05979054327946648,-0.013386834600470798,0
0.5888621343597238,0.240641277704306,0.263075,0.7707263596920829,0.0,0.03735682357200554,-0.010959704882317012,0
0.6051507081615217,0.24569672619311314,0.27507499999999996,0.7634397875515435,0.0,0.016288573801797934,0.005055448488807152,0
0.6346532619588569,0.2555139381861095,0.28707499999999997,0.752189021412343,0.0,0.02950255379733513,0.009817211992996372,0
0.6502371364307582,0.25364413451516715,0.299075,0.7451138590707727,0.0,0.015583874471901349,-0.0018698036709423604,0
0.6841142043578928,0.23942387949380023,0.311075,0.7325507386926321,0.0,0.03387706792713463,-0.014220255021366923,0
0.7581434718474996,0.2623797078680712,0.323075,0.7079419584457501,0.0502015134017495,0.07402926748960681,0.02295582837427096,1
0.8047919771637594,0.2734644568586362,0.335075,0.6915474068508721,0.16344608371463676,0.04664850531625975,0.011084748990564997,1
0.8277383496099358,0.28748807015795713,0.347075,0.6822634951170192,0.3089209382075533,0.022946372446176366,0.014023613299320947,1
0.8431800210375562,0.29605296275548215,0.35907500000000003,0.6752309936887332,0.4768699655563763,0.01544167142762043,0.00856489259752502,1
0.8918849658624388,0.3236661679772693,0.371075,0.6582195102412683,0.7105354211775466,0.048704944824882634,0.027613205221787174,1
0.9441148568549363,0.3239027731597907,0.383075,0.6401505429435191,1.0144997350889637,0.05222989099249753,0.00023660518252138774,1
0.22053673955858757,0.21544619780637808,0.1337,0.9070989781324237,0.0,0.06700340622525425,0.018346197806378084,0
0.26224099564799086,0.2402963764023719,0.14570000000000002,0.8921877013056027,0.0,0.041704256089403285,0.02485017859599381,0
0.28756483159493673,0.29576668754377544,0.1577,0.882190550521519,0.0,0.025323835946945872,0.05547031114140355,0
